,probabilities,pred_label,label
111,0.44581383,0,0
112,0.36265406,0,0
113,0.68993264,1,0
114,0.6138302,1,0
115,0.7268875,1,0
116,0.31776354,0,1
117,0.27961662,0,1
118,0.32077858,0,1
119,0.69557023,1,1
120,0.32700548,0,1
121,0.1288469,0,1
122,0.5415046,1,1
123,0.5415046,1,1
124,0.12878606,0,0
125,0.12878606,0,0
126,0.70319325,1,1
127,0.5874215,1,1
128,0.72419643,1,1
129,0.8121698,1,1
130,0.8121698,1,1
131,0.32019255,0,0
132,0.31614643,0,0
133,0.12918155,0,0
134,0.12918155,0,0
135,0.35521907,0,0
136,0.35543332,0,1
137,0.3487678,0,1
138,0.40492427,0,1
139,0.86735946,1,1
140,0.8968329,1,1
141,0.8968329,1,1
142,0.9211867,1,0
143,0.9211867,1,0
144,0.20082521,0,0
145,0.30321854,0,0
146,0.30321854,0,0
147,0.69251496,1,1
148,0.2953913,0,1
149,0.36746213,0,1
150,0.79100627,1,1
151,0.2879154,0,1
152,0.24232467,0,1
153,0.24232467,0,1
154,0.1843166,0,0
155,0.1843166,0,0
156,0.28953925,0,0
157,0.4665208,0,0
158,0.28952178,0,0
159,0.3269747,0,0
160,0.5005899,1,0
161,0.5005899,1,0
162,0.7926299,1,0
163,0.51233995,1,0
164,0.569362,1,0
165,0.78735185,1,0
166,0.18879178,0,0
167,0.66275656,1,0
168,0.65321696,1,1
169,0.513128,1,1
170,0.40246215,0,1
171,0.40246215,0,1
172,0.1310182,0,0
173,0.48980013,0,0
174,0.6934958,1,0
175,0.40220347,0,0
176,0.37174362,0,0
177,0.37174362,0,0
178,0.18929322,0,1
179,0.35837427,0,1
180,0.6771093,1,1
181,0.3726499,0,1
182,0.68046385,1,1
183,0.4548392,0,1
184,0.51106244,1,1
185,0.4470235,0,1
186,0.6214738,1,1
187,0.6214738,1,1
188,0.6139382,1,0
189,0.8233443,1,0
190,0.5350502,1,0
191,0.19351906,0,0
192,0.19351906,0,0
193,0.80799437,1,1
194,0.40697625,0,1
195,0.5790999,1,1
196,0.7553424,1,1
197,0.89811826,1,1
198,0.89811826,1,1
199,0.18197177,0,0
200,0.2673542,0,0
201,0.8342728,1,0
202,0.3904518,0,0
203,0.227534,0,0
204,0.3488964,0,0
205,0.3488964,0,0
206,0.93223596,1,1
207,0.5702988,1,1
208,0.8638769,1,1
209,0.25698605,0,1
210,0.25698605,0,1
211,0.12972914,0,1
212,0.35965076,0,1
213,0.35965076,0,1
214,0.19974734,0,1
215,0.13028657,0,1
216,0.13028657,0,1
217,0.12918621,0,0
218,0.18074168,0,0
219,0.18074168,0,0
220,0.12833846,0,1
221,0.12833846,0,1
222,0.5320645,1,1
223,0.37556443,0,1
224,0.8906006,1,1
225,0.9397257,1,1
226,0.5068718,1,1
227,0.9076522,1,1
228,0.9076522,1,1
229,0.30288714,0,1
230,0.28073725,0,1
231,0.7251685,1,1
232,0.3145918,0,1
233,0.3145918,0,1
234,0.55897015,1,1
235,0.6515397,1,1
236,0.6011352,1,1
237,0.83578134,1,1
238,0.5489082,1,1
239,0.7424187,1,1
240,0.6917651,1,1
241,0.6917651,1,1
242,0.39526767,0,0
243,0.39526767,0,0
244,0.5935129,1,0
245,0.33616307,0,0
246,0.33616307,0,0
247,0.62479204,1,1
248,0.70237416,1,1
249,0.5819486,1,1
250,0.77133644,1,1
251,0.76964337,1,1
252,0.8263011,1,1
253,0.8263011,1,1
254,0.9193549,1,1
255,0.9087386,1,1
256,0.8651795,1,1
257,0.6542477,1,1
258,0.9326319,1,1
259,0.8147323,1,1
260,0.8503592,1,1
261,0.8503592,1,1
262,0.93171227,1,0
263,0.92334116,1,0
264,0.36325163,0,0
265,0.36325163,0,0
266,0.8160423,1,1
267,0.8160423,1,1
268,0.5811255,1,0
269,0.5811255,1,0
270,0.63123506,1,1
271,0.35235,0,1
272,0.23043342,0,1
273,0.18184431,0,1
274,0.18184431,0,1
275,0.4703908,0,0
276,0.8661849,1,0
277,0.6508589,1,0
278,0.7458382,1,0
279,0.90889436,1,0
280,0.2733235,0,0
281,0.9161787,1,0
282,0.9161787,1,0
283,0.12836936,0,0
284,0.12836936,0,0
285,0.51121795,1,0
286,0.5542853,1,0
287,0.35170916,0,0
288,0.21605045,0,0
289,0.21605045,0,0
290,0.13055575,0,1
291,0.20428026,0,1
292,0.20428026,0,1
293,0.29230857,0,0
294,0.31625393,0,0
295,0.47004148,0,0
296,0.27557886,0,0
297,0.20501865,0,0
298,0.31571066,0,0
299,0.31571066,0,0
300,0.12848875,0,0
301,0.316399,0,0
302,0.82693905,1,0
303,0.82693905,1,0
304,0.12848336,0,0
305,0.12848336,0,0
306,0.17889462,0,1
307,0.17889462,0,1
308,0.7000498,1,0
309,0.9106044,1,0
310,0.9106044,1,0
311,0.9102153,1,1
312,0.91148573,1,1
313,0.5761649,1,1
314,0.9188421,1,1
315,0.9397577,1,1
316,0.86262053,1,1
317,0.8531365,1,1
318,0.8531365,1,1
319,0.25714928,0,0
320,0.17888495,0,0
321,0.20313212,0,0
322,0.20313212,0,0
323,0.25805035,0,0
324,0.25805035,0,0
325,0.38305068,0,0
326,0.57933617,1,0
327,0.4173989,0,0
328,0.4173989,0,0
329,0.3886279,0,1
330,0.13064092,0,1
331,0.52149653,1,1
332,0.52149653,1,1
333,0.5738279,1,0
334,0.8833724,1,0
335,0.3974634,0,0
336,0.31922206,0,0
337,0.26853913,0,0
338,0.26853913,0,0
339,0.9269101,1,1
340,0.7026564,1,1
341,0.7026564,1,1
342,0.8050826,1,1
343,0.87887245,1,1
344,0.4340628,0,1
345,0.46024364,0,1
346,0.46024364,0,1
347,0.73687613,1,0
348,0.72564596,1,0
349,0.6987457,1,0
350,0.7099794,1,0
351,0.9142332,1,0
352,0.53579324,1,0
353,0.9295518,1,0
354,0.9295518,1,0
355,0.9287957,1,1
356,0.4779897,0,1
357,0.8269265,1,1
358,0.6200182,1,1
359,0.8039118,1,1
360,0.8545211,1,1
361,0.92193145,1,1
362,0.92193145,1,1
363,0.12845837,0,0
364,0.12845837,0,0
365,0.7890397,1,1
366,0.852988,1,1
367,0.39729622,0,1
368,0.64883894,1,1
369,0.83607775,1,1
370,0.83607775,1,1
371,0.904022,1,0
372,0.9363444,1,0
373,0.86338395,1,0
374,0.86338395,1,0
375,0.22716264,0,1
376,0.4282867,0,1
377,0.4282867,0,1
378,0.4697593,0,1
379,0.34860015,0,1
380,0.5944376,1,1
381,0.26826167,0,1
382,0.36135444,0,1
383,0.24176587,0,1
384,0.18793057,0,1
385,0.18793057,0,1
386,0.67834806,1,1
387,0.72648335,1,1
388,0.3145145,0,1
389,0.3145145,0,1
390,0.28136924,0,0
391,0.20688191,0,0
392,0.45657557,0,0
393,0.13143833,0,0
394,0.13143833,0,0
395,0.36590517,0,1
396,0.23597325,0,1
397,0.23597325,0,1
398,0.8512395,1,0
399,0.66295004,1,0
400,0.8606895,1,0
401,0.6417113,1,0
402,0.5868355,1,0
403,0.8037122,1,0
404,0.74426657,1,0
405,0.74426657,1,0
406,0.21251486,0,0
407,0.21251486,0,0
408,0.504922,1,1
409,0.39420414,0,1
410,0.78068393,1,1
411,0.7102013,1,1
412,0.876971,1,1
413,0.43355888,0,1
414,0.43355888,0,1
415,0.37214375,0,1
416,0.17949325,0,1
417,0.34119517,0,1
418,0.34119517,0,1
419,0.79868746,1,1
420,0.73594487,1,1
421,0.4526305,0,1
422,0.26558644,0,1
423,0.26558644,0,1
424,0.17924622,0,0
425,0.17928609,0,0
426,0.7457656,1,1
427,0.7192976,1,1
428,0.6375566,1,1
429,0.91777587,1,1
430,0.91777587,1,1
431,0.43832785,0,1
432,0.8827772,1,1
433,0.71236324,1,1
434,0.81528467,1,1
435,0.27957687,0,1
436,0.38171718,0,1
437,0.38171718,0,1
438,0.65548366,1,1
439,0.65548366,1,1
440,0.1995859,0,0
441,0.12824278,0,0
442,0.12824278,0,0
443,0.9110389,1,1
444,0.9119967,1,1
445,0.6977248,1,1
446,0.46321282,0,1
447,0.46321282,0,1
448,0.7995922,1,1
449,0.49176353,0,1
450,0.39383078,0,1
451,0.54405206,1,1
452,0.89033514,1,1
453,0.72938216,1,1
454,0.72938216,1,1
455,0.22590233,0,0
456,0.84994614,1,0
457,0.84994614,1,0
458,0.33010167,0,0
459,0.34060073,0,0
460,0.34060073,0,0
461,0.38825747,0,0
462,0.5784425,1,0
463,0.59156305,1,0
464,0.30737296,0,0
465,0.6169626,1,0
466,0.18856949,0,0
467,0.17868736,0,0
468,0.90811276,1,0
469,0.90811276,1,0
470,0.18056342,0,0
471,0.18056342,0,0
472,0.93442065,1,1
473,0.856478,1,1
474,0.7269568,1,1
475,0.7527096,1,1
476,0.85394555,1,1
477,0.9192457,1,1
478,0.9192457,1,1
479,0.1938534,0,1
480,0.442996,0,1
481,0.7069921,1,1
482,0.89933074,1,1
483,0.5140956,1,1
484,0.5140956,1,1
485,0.19092911,0,0
486,0.19092911,0,0
487,0.24692364,0,0
488,0.24903172,0,0
489,0.19037604,0,0
490,0.19037604,0,0
491,0.6461791,1,0
492,0.2042585,0,0
493,0.2042585,0,0
494,0.656783,1,0
495,0.656783,1,0
496,0.2537227,0,0
497,0.19604021,0,0
498,0.19604021,0,0
499,0.2007435,0,1
500,0.20794627,0,1
501,0.22890186,0,1
502,0.4535509,0,1
503,0.34623483,0,1
504,0.34623483,0,1
505,0.61610913,1,0
506,0.893549,1,0
507,0.86409914,1,0
508,0.86409914,1,0
509,0.4087945,0,1
510,0.53836304,1,1
511,0.7393357,1,1
512,0.39839324,0,1
513,0.90916634,1,1
514,0.90916634,1,1
515,0.18239108,0,0
516,0.49439844,0,0
517,0.9044839,1,0
518,0.78622437,1,0
519,0.48329902,0,0
520,0.41689253,0,0
521,0.5361769,1,0
522,0.5361769,1,0
523,0.37181768,0,0
524,0.30988377,0,0
525,0.3625656,0,0
526,0.49750808,0,0
527,0.49750808,0,0
528,0.12875241,0,0
529,0.21351162,0,0
530,0.18044381,0,0
531,0.18044381,0,0
532,0.33452174,0,1
533,0.33452174,0,1
534,0.30054316,0,1
535,0.4143745,0,1
536,0.33720422,0,1
537,0.33720422,0,1
538,0.9193925,1,0
539,0.90623474,1,0
540,0.5014774,1,0
541,0.8394922,1,0
542,0.8394922,1,0
543,0.37184665,0,1
544,0.71868896,1,1
545,0.581276,1,1
546,0.581276,1,1
547,0.8772461,1,1
548,0.55872804,1,1
549,0.7594839,1,1
550,0.8184961,1,1
551,0.5928639,1,1
552,0.5928639,1,1
553,0.22961967,0,0
554,0.3625106,0,0
555,0.17903545,0,0
556,0.17903545,0,0
557,0.13272779,0,0
558,0.13272779,0,0
559,0.3524901,0,1
560,0.40434337,0,1
561,0.5492481,1,1
562,0.40259862,0,1
563,0.68702626,1,1
564,0.68702626,1,1
565,0.17902052,0,0
566,0.17902052,0,0
567,0.48207077,0,0
568,0.54638445,1,0
569,0.3737108,0,0
570,0.59367526,1,0
571,0.8917328,1,0
572,0.17753129,0,0
573,0.17753129,0,0
574,0.18153538,0,0
575,0.82564086,1,0
576,0.48745382,0,0
577,0.21855298,0,0
578,0.21855298,0,0
579,0.12832563,0,0
580,0.12832563,0,0
581,0.6177767,1,1
582,0.49107403,0,1
583,0.89142114,1,1
584,0.5228561,1,1
585,0.7055807,1,1
586,0.91628677,1,1
587,0.8928519,1,1
588,0.8928519,1,1
589,0.28726566,0,0
590,0.19225529,0,0
591,0.18102573,0,0
592,0.23467055,0,0
593,0.23467055,0,0
594,0.4878212,0,1
595,0.26791474,0,1
596,0.26791474,0,1
597,0.93369657,1,1
598,0.45467308,0,1
599,0.7279453,1,1
600,0.7279453,1,1
601,0.23075084,0,0
602,0.22538261,0,0
603,0.378551,0,0
604,0.8200593,1,0
605,0.8200593,1,0
606,0.12868583,0,0
607,0.12826759,0,0
608,0.12829532,0,0
609,0.12829532,0,0
610,0.18049164,0,0
611,0.18139121,0,0
612,0.18013059,0,0
613,0.44417596,0,0
614,0.1773345,0,0
615,0.1773345,0,0
616,0.37465537,0,0
617,0.57527333,1,0
618,0.89989537,1,0
619,0.4674825,0,0
620,0.90638375,1,0
621,0.36970446,0,0
622,0.7246027,1,0
623,0.8931855,1,0
624,0.89743054,1,0
625,0.89743054,1,0
626,0.19574156,0,1
627,0.5499465,1,1
628,0.5793334,1,1
629,0.5793334,1,1
630,0.22774354,0,0
631,0.40144676,0,0
632,0.30066276,0,0
633,0.82514185,1,0
634,0.82514185,1,0
635,0.606751,1,1
636,0.29483378,0,1
637,0.22441535,0,1
638,0.21699409,0,1
639,0.55429983,1,1
640,0.60552955,1,1
641,0.7612145,1,1
642,0.3180537,0,1
643,0.7933091,1,1
644,0.31336805,0,1
645,0.92294556,1,1
646,0.44247854,0,1
647,0.36309424,0,1
648,0.33673707,0,1
649,0.7959736,1,1
650,0.84805286,1,1
651,0.20592253,0,1
652,0.20592253,0,1
653,0.69708437,1,1
654,0.3594946,0,1
655,0.17944811,0,1
656,0.5415568,1,1
657,0.5415568,1,1
658,0.30085722,0,0
659,0.39501047,0,0
660,0.20350952,0,0
661,0.20350952,0,0
662,0.872145,1,1
663,0.62718284,1,1
664,0.5897568,1,1
665,0.66842747,1,1
666,0.66842747,1,1
667,0.18619135,0,0
668,0.12814692,0,0
669,0.18719454,0,0
670,0.18719454,0,0
671,0.13087864,0,0
672,0.6938736,1,0
673,0.41781497,0,0
674,0.17813554,0,0
675,0.1286381,0,0
676,0.1286381,0,0
677,0.38710007,0,1
678,0.734067,1,1
679,0.17882429,0,1
680,0.17882429,0,1
681,0.17944457,0,0
682,0.29042405,0,0
683,0.29042405,0,0
684,0.85045314,1,1
685,0.9089514,1,1
686,0.8623941,1,1
687,0.92882264,1,1
688,0.8977734,1,1
689,0.8977734,1,1
690,0.9363427,1,1
691,0.76611286,1,1
692,0.9000592,1,1
693,0.8861885,1,1
694,0.9292346,1,1
695,0.90623647,1,1
696,0.90623647,1,1
697,0.92504656,1,1
698,0.9348898,1,1
699,0.51918095,1,1
700,0.69539243,1,1
701,0.85868174,1,1
702,0.85868174,1,1
703,0.2847362,0,0
704,0.44621974,0,0
705,0.12832983,0,0
706,0.12832983,0,0
707,0.30182222,0,0
708,0.47668964,0,0
709,0.54556197,1,0
710,0.12972952,0,0
711,0.18668748,0,0
712,0.18668748,0,0
713,0.5274362,1,0
714,0.5274362,1,0
715,0.89293325,1,1
716,0.576427,1,1
717,0.923814,1,1
718,0.6128157,1,1
719,0.91566116,1,1
720,0.86638904,1,1
721,0.86638904,1,1
722,0.47136635,0,0
723,0.45935914,0,0
724,0.397063,0,0
725,0.38678703,0,0
726,0.20378445,0,0
727,0.20378445,0,0
728,0.57935715,1,1
729,0.83650964,1,1
730,0.47026125,0,1
731,0.6309824,1,1
732,0.92477417,1,1
733,0.93015456,1,1
734,0.93015456,1,1
735,0.31557274,0,0
736,0.3932285,0,0
737,0.3932285,0,0
738,0.7698205,1,1
739,0.7698205,1,1
740,0.6384574,1,0
741,0.6384574,1,0
742,0.9426201,1,1
743,0.72741145,1,1
744,0.8082032,1,1
745,0.9125624,1,1
746,0.9321739,1,1
747,0.9264071,1,1
748,0.9264071,1,1
749,0.91864824,1,0
750,0.5175423,1,0
751,0.4099906,0,0
752,0.8421467,1,0
753,0.9098844,1,0
754,0.9176673,1,0
755,0.9176673,1,0
756,0.3665462,0,0
757,0.19814546,0,0
758,0.3421374,0,0
759,0.28719622,0,0
760,0.28719622,0,0
761,0.18903044,0,0
762,0.8054314,1,0
763,0.8054314,1,0
764,0.17821386,0,0
765,0.13095017,0,0
766,0.13095017,0,0
767,0.1286914,0,1
768,0.12905757,0,1
769,0.25854284,0,1
770,0.12867022,0,1
771,0.12867022,0,1
772,0.4013053,0,0
773,0.24391907,0,0
774,0.21336867,0,0
775,0.21336867,0,0
776,0.6113694,1,1
777,0.6113694,1,1
778,0.6677581,1,1
779,0.5330099,1,1
780,0.33309954,0,1
781,0.7547283,1,1
782,0.3315531,0,1
783,0.38194478,0,1
784,0.38194478,0,1
785,0.9262095,1,1
786,0.8726883,1,1
787,0.92027545,1,1
788,0.8376208,1,1
789,0.9191726,1,1
790,0.6305363,1,1
791,0.80620825,1,1
792,0.8252529,1,1
793,0.9249379,1,1
794,0.93165946,1,1
795,0.93165946,1,1
796,0.12827559,0,0
797,0.12827559,0,0
798,0.2283484,0,0
799,0.45115274,0,0
800,0.581251,1,0
801,0.39793053,0,0
802,0.5651086,1,0
803,0.69867396,1,0
804,0.35279828,0,0
805,0.35279828,0,0
806,0.18039988,0,0
807,0.18039988,0,0
808,0.85689867,1,1
809,0.50979537,1,1
810,0.5412672,1,1
811,0.90054053,1,1
812,0.90054053,1,1
813,0.12977695,0,0
814,0.12977695,0,0
815,0.85288894,1,1
816,0.588498,1,1
817,0.59914005,1,1
818,0.9215369,1,1
819,0.395965,0,1
820,0.93451756,1,1
821,0.9162523,1,1
822,0.7228196,1,1
823,0.7228196,1,1
824,0.18028027,0,1
825,0.2954827,0,1
826,0.2954827,0,1
827,0.91704273,1,0
828,0.57444304,1,0
829,0.7018887,1,0
830,0.7018887,1,0
831,0.1319999,0,0
832,0.18801813,0,0
833,0.18801813,0,0
834,0.41156718,0,0
835,0.6278434,1,0
836,0.3661446,0,0
837,0.3661446,0,0
838,0.56047994,1,0
839,0.27896154,0,0
840,0.27896154,0,0
841,0.23646888,0,1
842,0.26356012,0,1
843,0.26356012,0,1
844,0.6764564,1,1
845,0.8373695,1,1
846,0.61590344,1,1
847,0.942011,1,1
848,0.94363344,1,1
849,0.9224574,1,1
850,0.68495977,1,1
851,0.68495977,1,1
852,0.27435318,0,1
853,0.600725,1,1
854,0.34857842,0,1
855,0.38599327,0,1
856,0.3157716,0,1
857,0.338864,0,1
858,0.5769401,1,1
859,0.18171611,0,1
860,0.27357027,0,1
861,0.27357027,0,1
862,0.47532374,0,1
863,0.2494394,0,1
864,0.93593264,1,0
865,0.93593264,1,0
866,0.6254167,1,1
867,0.8063921,1,1
868,0.72965306,1,1
869,0.93935674,1,1
870,0.9264305,1,1
871,0.9264305,1,1
872,0.58378124,1,1
873,0.12970191,0,1
874,0.12970191,0,1
875,0.86274165,1,1
876,0.8506852,1,1
877,0.9054682,1,1
878,0.8124217,1,1
879,0.8124217,1,1
880,0.5201367,1,1
881,0.1857113,0,1
882,0.73273724,1,1
883,0.5419218,1,1
884,0.53521794,1,1
885,0.6571845,1,1
886,0.88840955,1,1
887,0.9410901,1,1
888,0.13089085,0,1
889,0.9102412,1,1
890,0.9102412,1,1
891,0.17905994,0,0
892,0.21157908,0,0
893,0.21157908,0,0
894,0.92655724,1,0
895,0.3819487,0,0
896,0.7305195,1,0
897,0.7450769,1,0
898,0.864088,1,0
899,0.547809,1,0
900,0.547809,1,0
901,0.92699933,1,1
902,0.92699933,1,1
903,0.448192,0,1
904,0.41175503,0,1
905,0.30600467,0,1
906,0.30600467,0,1
907,0.34977642,0,1
908,0.7426009,1,1
909,0.918739,1,1
910,0.5474014,1,1
911,0.9184791,1,1
912,0.86855316,1,1
913,0.86855316,1,1
914,0.8339339,1,0
915,0.6159566,1,0
916,0.80373126,1,0
917,0.7443132,1,0
918,0.9001811,1,0
919,0.9001811,1,0
920,0.9070576,1,1
921,0.5880906,1,1
922,0.884964,1,1
923,0.884964,1,1
924,0.3613746,0,0
925,0.66833884,1,0
926,0.5500104,1,0
927,0.1904482,0,0
928,0.1904482,0,0
929,0.2879886,0,0
930,0.2879886,0,0
931,0.32494882,0,0
932,0.44112682,0,0
933,0.93710953,1,0
934,0.33835286,0,0
935,0.78603745,1,0
936,0.78603745,1,0
937,0.24712169,0,1
938,0.5793683,1,1
939,0.3168144,0,1
940,0.2985225,0,1
941,0.2985225,0,1
942,0.93640584,1,1
943,0.6947778,1,1
944,0.7615608,1,1
945,0.90410256,1,1
946,0.90410256,1,1
947,0.7210443,1,0
948,0.4747085,0,0
949,0.46086386,0,0
950,0.56850696,1,0
951,0.87180746,1,0
952,0.7376697,1,1
953,0.63983715,1,1
954,0.63983715,1,1
955,0.8857428,1,0
956,0.58512217,1,0
957,0.42716846,0,0
958,0.78556067,1,0
959,0.78556067,1,0
960,0.6795778,1,0
961,0.59221053,1,0
962,0.21557578,0,0
963,0.21557578,0,0
964,0.36762556,0,0
965,0.12883052,0,0
966,0.12883052,0,0
967,0.91785145,1,1
968,0.83508074,1,1
969,0.9305394,1,1
970,0.9305394,1,1
971,0.62799096,1,1
972,0.40773407,0,1
973,0.70687115,1,1
974,0.214999,0,1
975,0.90511864,1,1
976,0.90511864,1,1
977,0.22653794,0,1
978,0.81034756,1,1
979,0.37288824,0,1
980,0.29772455,0,1
981,0.29772455,0,1
982,0.39972848,0,1
983,0.57982284,1,1
984,0.4911598,0,1
985,0.33396977,0,1
986,0.7918887,1,1
987,0.7918887,1,1
988,0.81052864,1,1
989,0.41819417,0,1
990,0.8432499,1,1
991,0.5384454,1,1
992,0.86555004,1,1
993,0.86555004,1,1
994,0.5785691,1,1
995,0.26445848,0,1
996,0.26445848,0,1
997,0.6211755,1,0
998,0.46573055,0,0
999,0.68203115,1,0
1000,0.60839754,1,0
1001,0.3995852,0,0
1002,0.3995852,0,0
1003,0.21285218,0,0
1004,0.13294783,0,0
1005,0.13294783,0,0
1006,0.30652854,0,0
1007,0.49437675,0,0
1008,0.32931316,0,0
1009,0.32931316,0,0
1010,0.8764216,1,1
1011,0.44712794,0,1
1012,0.5778357,1,1
1013,0.93897444,1,1
1014,0.78648067,1,1
1015,0.9080631,1,1
1016,0.57923985,1,1
1017,0.8930799,1,1
1018,0.82710135,1,1
1019,0.916225,1,1
1020,0.916225,1,1
1021,0.1826107,0,0
1022,0.12847124,0,0
1023,0.5255833,1,0
1024,0.43836886,0,0
1025,0.43836886,0,0
1026,0.1280521,0,0
1027,0.1280521,0,0
1028,0.20753846,0,1
1029,0.86288285,1,1
1030,0.37210712,0,1
1031,0.31222042,0,1
1032,0.31222042,0,1
1033,0.18976936,0,1
1034,0.21987782,0,1
1035,0.8187172,1,1
1036,0.43128428,0,1
1037,0.47366735,0,1
1038,0.43223125,0,1
1039,0.28963056,0,1
1040,0.18355122,0,1
1041,0.69364667,1,1
1042,0.43612838,0,1
1043,0.43612838,0,1
1044,0.41124284,0,0
1045,0.5600722,1,0
1046,0.13006784,0,0
1047,0.13006784,0,0
1048,0.5187673,1,0
1049,0.6022481,1,0
1050,0.6022481,1,0
1051,0.7009656,1,1
1052,0.5704213,1,1
1053,0.77123386,1,1
1054,0.84952575,1,1
1055,0.84952575,1,1
1056,0.570456,1,1
1057,0.63252103,1,1
1058,0.56000745,1,1
1059,0.3444419,0,1
1060,0.3444419,0,1
1061,0.55400807,1,1
1062,0.18320589,0,1
1063,0.5742738,1,1
1064,0.89031553,1,1
1065,0.18096225,0,1
1066,0.1312601,0,1
1067,0.1312601,0,1
1068,0.32515547,0,0
1069,0.27851,0,0
1070,0.12852919,0,0
1071,0.18066564,0,0
1072,0.12958167,0,0
1073,0.12958167,0,0
1074,0.57263744,1,1
1075,0.4422178,0,1
1076,0.44615188,0,1
1077,0.44615188,0,1
1078,0.78307754,1,1
1079,0.59931725,1,1
1080,0.89111024,1,1
1081,0.89111024,1,1
1082,0.92485785,1,1
1083,0.92869085,1,1
1084,0.8103515,1,1
1085,0.9378759,1,1
1086,0.38424584,0,1
1087,0.46452174,0,1
1088,0.5911112,1,1
1089,0.5911112,1,1
1090,0.1852518,0,0
1091,0.1794413,0,0
1092,0.1794413,0,0
1093,0.57894826,1,1
1094,0.30506885,0,1
1095,0.59084034,1,1
1096,0.5522138,1,1
1097,0.673963,1,1
1098,0.68492824,1,1
1099,0.68492824,1,1
1100,0.7813549,1,1
1101,0.59100974,1,1
1102,0.5801197,1,1
1103,0.9183944,1,1
1104,0.9437121,1,1
1105,0.93465227,1,1
1106,0.83302295,1,1
1107,0.83302295,1,1
1108,0.9167652,1,0
1109,0.7022307,1,0
1110,0.93614936,1,0
1111,0.6610423,1,0
1112,0.6610423,1,0
1113,0.31658983,0,0
1114,0.4560916,0,0
1115,0.4560916,0,0
1116,0.93746436,1,1
1117,0.81874216,1,1
1118,0.4977255,0,1
1119,0.7638724,1,1
1120,0.17818798,0,1
1121,0.9430535,1,1
1122,0.9198038,1,1
1123,0.9198038,1,1
1124,0.34171,0,0
1125,0.3405912,0,0
1126,0.12960374,0,0
1127,0.12960374,0,0
1128,0.8911587,1,1
1129,0.584433,1,1
1130,0.51512766,1,1
1131,0.93441397,1,1
1132,0.8843406,1,1
1133,0.7412678,1,1
1134,0.9189846,1,1
1135,0.9189846,1,1
1136,0.39874363,0,0
1137,0.81802475,1,0
1138,0.8086861,1,0
1139,0.8086861,1,0
1140,0.6960399,1,1
1141,0.7913091,1,1
1142,0.8426497,1,1
1143,0.7915351,1,1
1144,0.7915351,1,1
1145,0.4975258,0,0
1146,0.30037662,0,0
1147,0.3166097,0,0
1148,0.9107965,1,0
1149,0.5315868,1,0
1150,0.91569644,1,0
1151,0.7616409,1,1
1152,0.7073657,1,1
1153,0.8009361,1,1
1154,0.7277216,1,1
